Descriá∆o;Preáo;Estoque Dispon°vel;Custo Unit†rio;Custo Total;Preáo Total;C¢digo;Categoria;Unidade;Fornecedor Principal;Estoque Min.;Estoque Max.;Abaixo Min.;Repor;Pràmio ?;Pontos Nec.;Markup %;NCM;C¢digo Extra;C¢digo Ref.;Marca;Tributaá∆o;CEST;Peso L°q.;Peso Bruto;Inclu°do em;Alterado em;Alterado por;Comiss∆o;Localizacao
PILHA 09 V - MARCA : RAYOVAC;R$ 5,78;0,;R$ 3,99;R$ 0,00;R$ 0,00;308;MATERIAL DE INFORMATICA;;;0;0;s/m;;N∆o;;;85061030   BATERIAS DE PILHAS,ELETRICAS,DE BIOXIDO DE MANGANE;;;;;;;;06/08/2014 14:43:11;20/03/2020 09:38:58;admin;;
PILHA ALCALINA AA - MARCA : PANASONIC;R$ 2,90;198,;R$ 2,00;R$ 396,00;R$ 574,20;531;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;85061030   BATERIAS DE PILHAS,ELETRICAS,DE BIOXIDO DE MANGANE;;;;;;;;22/06/2016 18:39:38;04/12/2020 10:50:37;admin;;
PILHA MOEDA;R$ 1,59;10,;R$ 1,10;R$ 11,00;R$ 15,90;249;MATERIAL DESCARTAVEL;;;30;1000;Sim;990;N∆o;;;85061030   BATERIAS DE PILHAS,ELETRICAS,DE BIOXIDO DE MANGANE;;;;;;;;06/06/2014 17:23:43;28/11/2019 07:29:54;admin;;
PILHA RECARREGAVEL TIPO AAA - MARCA : RAYOVAC ;R$ 9,81;0,;R$ 6,77;R$ 0,00;R$ 0,00;248;MATERIAL DESCARTAVEL;;;30;1000;Sim;1000;N∆o;;;85061030   BATERIAS DE PILHAS,ELETRICAS,DE BIOXIDO DE MANGANE;;;;;;;;06/06/2014 17:23:25;23/05/2018 11:25:12;admin;;
PILHA TIPO AA - MARCA : PANASONIC;R$ 0,79;-80,;R$ 0,55;-R$ 44,00;-R$ 63,20;218;MATERIAL DESCARTAVEL;;;30;1000;Sim;1080;N∆o;;;85061030   BATERIAS DE PILHAS,ELETRICAS,DE BIOXIDO DE MANGANE;;;;;;;;18/05/2014 10:47:57;01/02/2021 17:43:51;admin;;
PILHA TIPO AAA - MARCA : PANASONIC;R$ 1,18;968,;R$ 0,82;R$ 793,76;R$ 1.142,24;247;MATERIAL DESCARTAVEL;;;30;1000;N∆o;;N∆o;;;85061030   BATERIAS DE PILHAS,ELETRICAS,DE BIOXIDO DE MANGANE;;;;;;;;06/06/2014 17:22:38;01/02/2021 17:43:39;admin;;
PILHA TIPO GRANDE - MARCA : RAYOVAC AMARELA;R$ 2,81;24,;R$ 1,94;R$ 46,56;R$ 67,44;220;MATERIAL DESCARTAVEL;;;30;1000;Sim;976;N∆o;;;85061030   BATERIAS DE PILHAS,ELETRICAS,DE BIOXIDO DE MANGANE;;;;;;;;18/05/2014 10:49:15;15/10/2020 11:54:42;admin;;
PILHA TIPO MEDIA - MARCA : RAYOVAC AMARELA;R$ 2,58;216,;R$ 1,78;R$ 384,48;R$ 557,28;219;MATERIAL DESCARTAVEL;;;30;1000;N∆o;;N∆o;;;85061030   BATERIAS DE PILHAS,ELETRICAS,DE BIOXIDO DE MANGANE;;;;;;;;18/05/2014 10:48:39;04/12/2020 10:50:04;admin;;
PLACA DE SINALIZAÄ«O PISO MOLHADO - MARCA : BRALIMPIA;R$ 41,32;1,;R$ 28,50;R$ 28,50;R$ 41,32;294;MATERIAL DE LIMPEZA;;;20;2000;Sim;1999;N∆o;;;73231000   PALHAS,ESPONJAS,ETCDE FERRO/ACO,P/LIMPEZA/POLIMENT;;;;;;;;21/07/2014 11:09:59;18/12/2019 19:44:02;admin;;
PORTA COPO ACRILICO 200 ml - MARCA : TRILHA;R$ 14,94;0,;R$ 10,31;R$ 0,00;R$ 0,00;417;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;10/09/2015 18:09:39;23/05/2018 11:28:05;admin;;
PORTA COPO DE 50 ml - MARCA : TRILHA;R$ 11,22;0,;R$ 7,74;R$ 0,00;R$ 0,00;342;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;24/09/2014 12:07:06;20/12/2018 09:53:43;admin;;
PORTA PAPEL TOALHA - MARCA : NOBRE;R$ 25,81;148,;R$ 17,80;R$ 2.634,40;R$ 3.819,88;117;MATERIAL PLASTICO;;;10;100;N∆o;;N∆o;;;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;05/04/2014 17:15:47;16/11/2020 20:06:50;admin;;
PORTA PAPEL TOALHA PLUS -  EXACCTA;R$ 26,58;59,;R$ 18,99;R$ 1.120,41;R$ 1.568,22;523;MATERIAL PLASTICO;;;30;100;N∆o;;N∆o;;40;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;28/03/2017 10:44:46;17/08/2020 12:15:10;admin;;
PORTA PAPEL TOALHA PUXE E CORTA - MARCA : EXACTA;R$ 170,43;0,;R$ 126,25;R$ 0,00;R$ 0,00;500;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;35;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;22/06/2016 20:03:08;14/04/2020 18:05:58;admin;;
POTE DE 02 Kg COM TAMPA - MARCA : FIBRASA;R$ 1,20;0,;R$ 0,83;R$ 0,00;R$ 0,00;344;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;24/09/2014 12:08:07;14/05/2020 09:13:00;admin;;
POTE DE 250 ML;R$ 0,43;300,;R$ 0,30;R$ 90,00;R$ 129,00;343;MATERIAL DESCARTAVEL;;;0;0;s/m;;N∆o;;;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;24/09/2014 12:07:38;30/09/2020 15:08:20;admin;;
POUPA COPO DE 200 ml - MARCA : EXACTA;R$ 40,97;0,;R$ 28,26;R$ 0,00;R$ 0,00;334;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;45;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;25/09/2014 21:17:24;21/12/2020 10:44:46;admin;;
POUPA COPO DE 50 ml - MARCA : EXACTA;R$ 32,62;8,;R$ 22,50;R$ 180,00;R$ 260,96;335;MATERIAL PLASTICO;;;0;0;s/m;;N∆o;;;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;25/09/2014 21:17:53;08/09/2020 11:15:36;admin;;
PRATO DESCARTAVEL TAMANHO 15 cm - PACOTE COM 10 UNIDADES - MARCA : COPOZAN;R$ 0,51;0,;R$ 0,37;R$ 0,00;R$ 0,00;214;MATERIAL DESCARTAVEL;;;100;2000;Sim;2000;N∆o;;40;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;15/05/2014 20:13:10;23/05/2018 11:38:27;admin;;
PRATO DESCARTAVEL TAMANHO 17,5 cm - PACOTE COM 10 UNIDADES - MARCA : COPOBRAS;R$ 1,05;547,;R$ 0,75;R$ 410,25;R$ 574,35;560;MATERIAL DESCARTAVEL;;;100;2000;N∆o;;N∆o;;40;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;08/08/2017 10:53:18;23/05/2018 11:38:33;admin;;
PRATO DESCARTAVEL TAMANHO 18 cm - PACOTE COM 10 UNIDADES - MARCA : COPOZAN;R$ 1,05;147,;R$ 0,75;R$ 110,25;R$ 154,35;215;MATERIAL DESCARTAVEL;;;100;2000;N∆o;;N∆o;;40;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;15/05/2014 20:13:40;23/05/2018 11:40:10;admin;;
PRATO DESCARTAVEL TAMANHO 21 cm - PACOTE COM 10 UNIDADES - MARCA : COPOZAN;R$ 1,40;0,;R$ 1,00;R$ 0,00;R$ 0,00;216;MATERIAL DESCARTAVEL;;;100;2000;Sim;2000;N∆o;;40;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;15/05/2014 20:14:10;23/05/2018 11:40:32;admin;;
PRATO DESCARTAVEL TAMANHO 26 cm - PACOTE COM 10 UNIDADES - MARCA : COPOBRAS;R$ 2,38;0,;R$ 1,70;R$ 0,00;R$ 0,00;217;MATERIAL DESCARTAVEL;;;100;2000;Sim;2000;N∆o;;40;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;15/05/2014 20:14:37;23/05/2018 11:40:47;admin;;
PRESERVATIVO SEM LUBRIFICANTE - CAIXA COM 144 UNIDADES - REPILEX;R$ 43,84;0,;R$ 30,24;R$ 0,00;R$ 0,00;135;MATERIAL HOSPITALAR;;;0;0;s/m;;N∆o;;;39241000   SERVICOS DE MESA/OUTSARTIGOS MESA/COZINHA,DE PLAST;;;;;;;;11/04/2014 13:19:44;22/01/2019 09:56:52;admin;;
PROPê DESCARTAVEL 20 G - PACOTE COM 100 UNIDADES;R$ 21,75;28,;R$ 15,00;R$ 420,00;R$ 609,00;69;MATERIAL DESCARTAVEL;;;10;1000;N∆o;;N∆o;;;63079010   OUTROS ARTEFATOS CONFECCIONADOS,DE FALSO TECIDO;;;;;;;;02/04/2014 10:30:36;01/09/2020 15:24:08;admin;;
PROPê DESCARTAVEL 30 G - PACOTE COM 100 UNIDADES;R$ 11,07;0,;R$ 7,64;R$ 0,00;R$ 0,00;440;MATERIAL HOSPITALAR;;;0;0;s/m;;N∆o;;;63079010   OUTROS ARTEFATOS CONFECCIONADOS,DE FALSO TECIDO;;;;;;;;01/12/2015 14:12:04;20/03/2020 16:58:21;admin;;
PROTETOR FACIAL ;R$ 17,40;51,;R$ 12,00;R$ 612,00;R$ 887,40;172;MATERIAL DE EXPEDIENTE;;;20;3000;N∆o;;N∆o;;;48119000   OUTROS PAPEIS/CARTOES/PASTA E MANTAS DE FIBRAS CEL;;;;;;;;25/04/2014 16:49:48;14/10/2020 09:45:57;admin;;
QUENTINHA 03 DIVISORIAS - MARCA : TAKENTE - EMBALAGEM COM 100 UNIDADES;R$ 111,30;137,;R$ 72,12;R$ 9.880,44;R$ 15.248,10;14;MATERIAL DESCARTAVEL;;;50;1000;N∆o;;N∆o;;54,32612313;76071990   OUTRAS FOLHAS E TIRAS,DE ALUMINIO,S/SUPORTE,ESP<=0;;;;;;;;20/03/2014 13:39:33;02/02/2021 17:27:31;admin;;
QUENTINHA DE ISOPOR - MARCA : GIROCAMP - CAIXA COM 100 UNIDADES;R$ 45,37;7,;R$ 31,29;R$ 219,03;R$ 317,59;327;MATERIAL DESCARTAVEL;;;10;200;Sim;193;N∆o;;45;76071990   OUTRAS FOLHAS E TIRAS,DE ALUMINIO,S/SUPORTE,ESP<=0;;;;;;;;02/09/2014 18:37:10;30/09/2020 16:33:30;admin;;
QUENTINHA Nß 08 MANUAL - MARCA : TAKENTE - EMBALAGEM COM 100 UNIDADES;R$ 35,26;42,;R$ 26,12;R$ 1.097,04;R$ 1.480,92;13;MATERIAL DESCARTAVEL;;;50;1000;Sim;958;N∆o;;35;76071990   OUTRAS FOLHAS E TIRAS,DE ALUMINIO,S/SUPORTE,ESP<=0;;;;;;;;20/03/2014 13:38:43;02/02/2021 17:27:59;admin;;
QUENTINHA Nß 09 MANUAL - MARCA : TAKENTE - EMBALAGEM COM 100 UNIDADES;R$ 29,41;57,;R$ 23,53;R$ 1.341,21;R$ 1.676,37;113;MATERIAL DESCARTAVEL;;;10;100;N∆o;;N∆o;;25;76071990   OUTRAS FOLHAS E TIRAS,DE ALUMINIO,S/SUPORTE,ESP<=0;;;;;;;;05/04/2014 17:02:04;02/02/2021 17:28:10;admin;;
REFIL MOP UMIDO PONTA DOBRADA - MARCA : BRALIMPIA;R$ 16,20;17,;R$ 12,00;R$ 204,00;R$ 275,40;301;MATERIAL DE LIMPEZA;;;5;100;N∆o;;N∆o;;35;85171100   APARSTELEFONPOR FIO COM 1 APARELHO TELEFPORTATS/FI;;;;;;;;28/07/2014 13:32:09;23/09/2020 09:23:35;admin;;
REMOVEDOR DE CIMENTO 1.000 ml - MARCA : BETLIMP;R$ 2,66;109,;R$ 1,84;R$ 200,56;R$ 289,94;85;MATERIAL DE LIMPEZA;;;20;1000;N∆o;;N∆o;;;34029039   OUTRAS PREPARACOES PARA LAVAGEM (DETERGENTES);;;;;;;;02/04/2014 21:49:46;23/05/2018 07:34:38;admin;;
RODO DE 40 cm - GALVANIZADO;R$ 22,40;4,;R$ 16,00;R$ 64,00;R$ 89,60;28;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 18:56:31;09/06/2020 14:48:24;admin;;
RODO DE PLASTICO DE 40 cm;R$ 4,41;42,;R$ 3,15;R$ 132,30;R$ 185,22;31;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 19:03:12;27/01/2021 17:51:01;admin;;
RODO DE PLASTICO DE 60 cm ;R$ 6,87;30,;R$ 4,74;R$ 142,20;R$ 206,10;234;MATERIAL DE LIMPEZA;;;10;100;N∆o;;N∆o;;;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;28/05/2014 15:18:05;27/01/2021 17:52:22;admin;;
RODO DE PLASTICO REFORÄADO DE 60 cm;R$ 8,86;25,;R$ 6,33;R$ 158,25;R$ 221,50;30;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 19:02:08;22/12/2020 08:29:38;admin;;
RODO LIMPA VIDRO DE 25 cm;R$ 53,20;1,;R$ 38,00;R$ 38,00;R$ 53,20;29;MATERIAL DE LIMPEZA;;;2;10;Sim;9;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 19:00:01;23/07/2018 14:23:06;admin;;
RODO REFORÄADO 65cm C / CABO DE ALUMINIO;R$ 39,90;1,;R$ 28,50;R$ 28,50;R$ 39,90;27;MATERIAL DE LIMPEZA;;;5;100;Sim;99;N∆o;;40;96039000   OUTRAS VASSOURAS,ESCOVAS,PINCEIS,ESPANADORES,RODOS;;;;;;;;21/03/2014 18:55:54;22/12/2020 08:29:56;admin;;
SAB«O DE COCO 200 g - MARCA : PIRAMBU;R$ 0,88;96,;R$ 0,61;R$ 58,56;R$ 84,48;1;MATERIAL DE LIMPEZA;;;50;1000;N∆o;;N∆o;;;34012090   OUTROS SABOES;;;;;;;;28/03/2014 17:59:56;22/12/2020 08:59:15;admin;;
SAB«O EM BARRA 200 g - MARCA : ESPUMIL;R$ 1,33;0,;R$ 0,92;R$ 0,00;R$ 0,00;84;MATERIAL DE LIMPEZA;;;50;2000;Sim;2000;N∆o;;;34012090   OUTROS SABOES;;;;;;;;02/04/2014 21:49:07;02/02/2021 09:53:23;admin;;
SAB«O EM PASTA DE 500 g - MARCA : ASSOLAN;R$ 4,35;17,;R$ 3,00;R$ 51,00;R$ 73,95;550;MATERIAL DE LIMPEZA;;;500;10000;Sim;9983;N∆o;;;68053090   OUTROS ABRASIVOS NAT/ARTIFEM PO/GRAOS APLICOUTMATE;;;;;;;;28/07/2017 16:45:43;18/09/2020 10:08:28;admin;;
SAB«O EM P‡ DE 500 g - MARCA : ALA;R$ 3,37;27,;R$ 2,41;R$ 65,07;R$ 90,99;19;MATERIAL DE LIMPEZA;;;100;3000;Sim;2973;N∆o;;40;34012090   OUTROS SABOES;;;;;;;;20/03/2014 13:51:10;01/02/2021 17:33:13;admin;;
SAB«O EM P‡ DE 500 g - MARCA : DAKASA;R$ 1,91;0,;R$ 1,32;R$ 0,00;R$ 0,00;453;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;38084010   DESINFETANTES PARA USO DOMISSANITARIO DIRETO;;;;;;;;23/05/2016 16:00:31;11/09/2020 09:11:19;admin;;
SAB«O EM P‡ DE 500 g - MARCA : ESPUMIL;R$ 1,66;244,;R$ 1,15;R$ 280,60;R$ 405,04;160;MATERIAL HOSPITALAR;;;30;2000;N∆o;;N∆o;;;30059090   OUTSPASTAS,GAZES,SEMELHP/USO MEDICINAL,CIRURGICO,E;;;;;;;;25/04/2014 14:36:00;24/11/2020 15:24:31;admin;;
SAB«O EM P‡ DE 500 g - MARCA : STAR PLUS;R$ 1,40;148,;R$ 0,97;R$ 143,56;R$ 207,20;468;MATERIAL DE LIMPEZA;;;50;2000;N∆o;;N∆o;;;30059090   OUTSPASTAS,GAZES,SEMELHP/USO MEDICINAL,CIRURGICO,E;;;;;;;;20/06/2017 18:48:11;11/09/2020 09:11:02;admin;;
SABONETE 90 g - MARCA : MARAN;R$ 1,43;0,;R$ 0,99;R$ 0,00;R$ 0,00;89;MATERIAL DE LIMPEZA;;;20;1000;Sim;1000;N∆o;;;34012090   OUTROS SABOES;;;;;;;;02/04/2014 21:53:43;02/02/2021 09:55:17;admin;;
SABONETE DESENGRAXANTE COM 5 LITROS - AUDAX;R$ 34,32;10,;R$ 24,52;R$ 245,20;R$ 343,20;66;MATERIAL DE LIMPEZA;;;50;2000;Sim;1990;N∆o;;40;30051090   OUTSPENSOS ADESIVOS,ARTIGOS ANALOGOS C/CAMADA ADES;;;;;;;;02/04/2014 10:14:10;26/10/2020 10:46:22;admin;;
SABONETE LIQUIDO 5 LITROS - TECNOLLAR;R$ 11,89;18,;R$ 8,20;R$ 147,60;R$ 214,02;256;MATERIAL HOSPITALAR;;;1000;5000;Sim;4982;N∆o;;;90183929   OUTRAS SONDAS,CATETERES E CANULAS;;;;;;;;09/06/2014 19:20:12;13/01/2021 15:52:31;admin;;
SABONETE LIQUIDO COMUM- 5 LITROS;R$ 11,60;11,;R$ 8,00;R$ 88,00;R$ 127,60;221;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;34012090   OUTROS SABOES;;;;;;;;20/05/2014 15:24:32;27/01/2021 16:23:53;admin;;
SABONETE L÷QUIDO DE 01 LITRO - MARCA : MMV;R$ 5,69;240,;R$ 4,07;R$ 976,80;R$ 1.365,60;15;MATERIAL DE LIMPEZA;;;20;1000;N∆o;;N∆o;;40;34012090   OUTROS SABOES;;;;;;;;20/03/2014 13:41:03;17/09/2020 20:07:34;admin;;
SABONETE LIQUIDO DE 05 LITROS - MARCA : AUDAX;R$ 23,24;15,;R$ 16,03;R$ 240,45;R$ 348,60;90;MATERIAL DE LIMPEZA;;;20;1000;Sim;985;N∆o;;;34012090   OUTROS SABOES;;;;;;;;02/04/2014 21:54:12;13/07/2020 16:03:51;admin;;
SABONETE LIQUIDO DE 800 ml - MARCA : AUDAX;R$ 9,77;319,;R$ 6,74;R$ 2.150,06;R$ 3.116,63;104;MATERIAL DE LIMPEZA;;;10;100;N∆o;;N∆o;;;34012090   OUTROS SABOES;;;;;;;;04/04/2014 11:34:28;26/10/2020 13:16:46;admin;;
SABONETE LIQUIDO ERVA DOCE DE 800 ml - MARCA : BRASCOM;R$ 6,86;251,;R$ 4,90;R$ 1.229,90;R$ 1.721,86;43;MATERIAL DE LIMPEZA;;;5;1000;N∆o;;N∆o;;40;34012090   OUTROS SABOES;;;;;;;;27/03/2014 14:45:12;08/06/2020 17:29:57;admin;;
SABONETE LIQUIDO PARA ASSêPSIA DE 05 LITROS - MARCA : AUDAX;R$ 35,14;1,;R$ 25,10;R$ 25,10;R$ 35,14;47;MATERIAL DE LIMPEZA;;;10;2000;Sim;1999;N∆o;;40;34012090   OUTROS SABOES;;;;;;;;28/03/2014 18:02:34;26/10/2020 13:13:27;admin;;
SABONETE LIQUIDO PARA ASSEPSIA DE 800 ML - MARCA : AUDAX;R$ 9,77;60,;R$ 6,74;R$ 404,40;R$ 586,20;410;MATERIAL DE LIMPEZA;;;0;0;s/m;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;21/07/2015 09:51:00;26/10/2020 13:16:17;admin;;
SABONETE LIQUIDO PEROLADO 5 LITROS - TECNOLLAR;R$ 15,80;0,;R$ 10,90;R$ 0,00;R$ 0,00;362;MATERIAL HOSPITALAR;;;1000;5000;Sim;5000;N∆o;;;90183929   OUTRAS SONDAS,CATETERES E CANULAS;;;;;;;;28/11/2014 17:10:51;13/11/2020 17:34:47;admin;;
SABONETE LIQUIDO PEROLADO DE 05 LITROS - MARCA : KC;R$ 17,40;38,;R$ 12,00;R$ 456,00;R$ 661,20;222;MATERIAL DE LIMPEZA;;;10;100;N∆o;;N∆o;;;34012090   OUTROS SABOES;;;;;;;;20/05/2014 16:02:25;27/01/2021 16:22:34;admin;;
SABONETEIRA COM RESERVATORIO BRANCA - MARCA : NOBRE;R$ 28,00;226,;R$ 17,42;R$ 3.936,92;R$ 6.328,00;115;MATERIAL PLASTICO;;;30;100;N∆o;;N∆o;;60,7347876;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;05/04/2014 17:08:02;16/11/2020 20:07:06;admin;;
SABONETEIRA ESPUMA COM RESERVATORIO - MARCA : EXACCTA;R$ 35,00;14,;R$ 25,00;R$ 350,00;R$ 490,00;524;MATERIAL PLASTICO;;;30;100;Sim;86;N∆o;;40;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;28/03/2017 10:44:04;26/11/2020 14:58:51;admin;;
SABONETEIRA REFIL COM RESERVATORIO - MARCA : EXACCTA;R$ 31,08;57,;R$ 21,44;R$ 1.222,08;R$ 1.771,56;525;MATERIAL PLASTICO;;;30;100;N∆o;;N∆o;;;39229000   OUTSARTIGOS P/USOS SANITARIOS/HIGIENICOS,DE PLASTI;;;;;;;;28/03/2017 10:43:03;07/10/2020 16:38:09;admin;;
SACO BOBINA DE 01 Kg - 20x30 cm - PESO 1,025 Kg - PLASMINHO;R$ 19,40;3,;R$ 13,38;R$ 40,14;R$ 58,20;400;MATERIAL DESCARTAVEL;;;25;200;Sim;197;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;19/02/2015 16:37:48;14/10/2020 10:03:11;admin;;
SACO BOBINA DE 02 Kg - 25x35 cm - PESO 1,525 Kg - PLASMINHO;R$ 28,86;0,;R$ 19,91;R$ 0,00;R$ 0,00;336;MATERIAL DESCARTAVEL;;;25;200;Sim;200;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;26/09/2014 07:41:00;29/01/2021 08:19:52;admin;;
SACO BOBINA DE 03 Kg - 30x40cm - PESO 1,870 Kg - PLASMINHO;R$ 30,55;96,;R$ 21,07;R$ 2.022,72;R$ 2.932,80;159;MATERIAL DESCARTAVEL;;;25;200;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;24/04/2014 18:46:15;28/01/2021 18:36:16;admin;;
SACO BOBINA DE 05 Kg - 35x50cm - PESO 2,367 Kg - PLASMINHO;R$ 44,79;0,;R$ 30,89;R$ 0,00;R$ 0,00;158;MATERIAL DESCARTAVEL;;;25;200;Sim;200;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;24/04/2014 18:44:15;28/01/2021 18:36:29;admin;;
SACO BOBINA DE 10 Kg - 40x60cm - PESO 2,700 Kg - PLASMINHO;R$ 46,40;30,;R$ 32,00;R$ 960,00;R$ 1.392,00;60;MATERIAL DESCARTAVEL;;;10;100;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;01/04/2014 19:42:56;28/01/2021 18:35:45;admin;;
SACO BOBINA DE 15 Kg - 50x70 cm - PESO 3,367 Kg - PLASMINHO;R$ 68,75;42,;R$ 47,42;R$ 1.991,64;R$ 2.887,50;265;MATERIAL DESCARTAVEL;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;16/06/2014 20:16:21;28/01/2021 18:36:03;admin;;
SACO DE AMOSTRA TAMANHO 18 x 23 cm - MARCA : WYDA;R$ 0,75;250,;R$ 0,52;R$ 130,00;R$ 187,50;315;MATERIAL DESCARTAVEL;;;250;20000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;15/08/2014 15:50:15;16/11/2020 20:14:51;admin;;
SACO DE AMOSTRA TAMANHO 28 x 31 cm - MARCA : WYDA;R$ 1,39;200,;R$ 0,96;R$ 192,00;R$ 278,00;260;MATERIAL DESCARTAVEL;;;50;500;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;10/06/2014 19:17:20;16/11/2020 20:15:13;admin;;
SACO DE GELAD«O - PACOTE COM 100 UND;R$ 0,58;431,;R$ 0,40;R$ 172,40;R$ 249,98;390;MATERIAL DESCARTAVEL;;;1;50;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;06/01/2015 13:04:19;23/05/2018 11:58:52;admin;;
SACO DE GELADINHO - PACOTE COM 100 UND;R$ 0,37;510,;R$ 0,26;R$ 132,60;R$ 188,70;600;MATERIAL DESCARTAVEL;;;1;50;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;16/10/2017 18:49:05;23/05/2018 11:59:11;admin;;
SACO DE HOT DOG - PACOTE COM 500 UNIDADES;R$ 3,49;170,;R$ 2,41;R$ 409,70;R$ 593,30;258;MATERIAL DE LIMPEZA;;;2;100;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;10/06/2014 19:04:59;23/05/2018 11:59:17;admin;;
SACO DE LIXO DE 100 LITROS - HOSPITALAR - PACOTE COM 100 UNIDADES;R$ 27,88;250,;R$ 19,23;R$ 4.807,50;R$ 6.970,00;184;MATERIAL HOSPITALAR;;;5;1000;N∆o;;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;30/04/2014 10:16:10;09/11/2020 09:21:02;admin;;
SACO DE LIXO DE 100 LITROS BRANCO - MARCA : ECOMAX - PACOTE COM 100 UNIDADES;R$ 17,25;0,;R$ 11,90;R$ 0,00;R$ 0,00;266;MATERIAL DESCARTAVEL;;;5;1000;Sim;1000;N∆o;;;39232190   OUTROS SACOS,BOLSAS E CARTUCHOS,DE POLIMEROS DE ET;;;;;;;;16/06/2014 20:17:03;22/01/2021 14:47:46;admin;;
